job_role,experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,deadline_pressure_level,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,productivity_score
Developer,13,11.8,28.4,24.1,2.9,Medium,1,5.9,1.27,10,6.6,5.3,8.56,75.5
Developer,14,20.6,43.9,12.6,2,Medium,4.1,8.3,2,4,4.9,5.2,8.64,66.9
Designer,5,3.6,6.8,26.3,1.1,Medium,6.6,6.1,2.76,1,4.8,5.4,8.49,41.7
Manager,16,5.4,13.3,17.6,1.9,Medium,17,15.3,1.4,4,1.8,4.5,9.15,50.5
Manager,6,4.5,10.4,27.2,0.7,Medium,15.7,13,4.91,5,2.1,2.7,10,31.8
Manager,3,6.7,24.6,25.3,1.4,High,1.1,2,0.19,5,6.7,4.7,10,58
Analyst,17,18.9,53.2,10,0.4,High,9.3,12.1,4.4,7,1,3.4,10,50.6
Analyst,2,15.9,46.1,19.3,0.5,Low,1.4,4.4,5.89,1,5.4,6.8,5.8,70.9
Developer,8,5,7.7,15.5,2.1,Medium,5.3,10.1,1.47,8,6.3,8,6.55,67.8
Manager,5,11.1,36.8,21.4,1.3,Medium,14.3,10.9,2.49,4,2.3,2.8,10,48.3
Manager,5,3.4,10,24,2.7,Medium,17.6,14.3,0.97,7,1.7,3.2,10,40.5
Manager,10,9.4,21.3,25.4,1.7,Medium,26.9,18.4,3.86,3,2.2,1,10,40.8
Marketer,6,6,14,23.3,2.5,Medium,8.4,8.8,0.7,10,4.5,5.1,8.71,48.7
Analyst,1,11.1,17.6,25.6,0.9,High,3.7,3.5,5.02,4,4.5,2.9,10,38.8
Marketer,11,11.5,28.1,22.5,1.5,Low,5.9,4.9,2.51,10,4.6,6,6.39,68.8
Developer,14,18.1,42.2,20.4,1.4,Low,5.5,6.1,1.15,8,4.8,5,7.14,88
Developer,13,14.7,32.8,20.2,1.3,Low,1,4.2,3.94,3,6.3,7,5.65,73.5
Manager,6,5.7,17.7,23.4,3.9,Medium,24.4,17.3,3.14,2,1.4,1.1,10,38.5
Designer,13,4.3,17.7,21.4,3.6,High,8.2,9.3,0.1,9,2.3,4.5,10,56.9
Developer,1,15.5,40.9,22.7,1.8,Low,3,4.6,5.3,9,5.5,5.7,6.62,70.6
Developer,18,18.6,44.5,12.9,4.7,Low,5.7,7.5,0.63,10,4.2,6.7,5.88,91.8
Marketer,8,20,42.8,13.7,0.3,High,3.5,3.9,3.67,2,4.6,3.7,10,53.2
Writer,6,18.3,45.1,26.2,1.5,High,4.8,7.2,4.13,4,6.5,1,10,64.5
Developer,17,18,42,23.2,2.5,High,7.7,10.7,2.51,2,4.2,1,10,67
Developer,13,17.3,39,15.9,1.7,Low,3.8,3,4.54,4,4.7,6.8,5.82,69.1
Designer,9,10.2,26.6,24.4,1.5,Low,1.5,7.7,1.21,8,5.8,7,5.67,75
Marketer,7,6.9,17.9,20.6,2.5,Low,6.6,12.1,0.1,10,3.8,7.5,5.3,63.1
Developer,10,9.7,33,15.3,1,Medium,7.7,10.4,4.21,9,4.3,6.3,7.81,67.4
Analyst,3,14.7,30.9,24.5,1.5,High,3.4,12.3,3.38,5,4.8,2.3,10,52.7
Writer,2,15.1,29.5,23.1,1.7,Low,14,14.5,1.59,5,3.5,2.9,8.68,52.8
Developer,7,16.6,45.4,15.7,0.4,Medium,8.4,6.1,4.55,8,4.2,4.3,9.29,56.9
Manager,8,4.8,15.3,21.8,1.8,High,13,13.7,2.86,6,1,3.1,10,34.9
Designer,8,3.1,9.1,37.4,3.1,Medium,1,5.5,0.77,4,4.6,4.1,9.44,51.5
Marketer,14,12,29.6,21.4,0.9,Medium,8,12.6,4.26,1,5,4.2,9.38,61.6
Analyst,15,10.6,35.4,20.6,4.1,Medium,4.3,7.4,0.1,5,4.3,5.6,8.33,75
Analyst,10,6.5,16.8,24.6,1.3,High,4.2,7.9,1.54,10,5,4.2,10,55
Marketer,16,7.9,19.7,25.2,0.6,Low,4.5,6.2,2.1,1,4.1,6.6,5.96,68.9
Developer,8,23.1,61.4,17.1,2,Low,2.1,6.6,4.57,5,5.4,5.4,6.84,73.1
Analyst,12,8.1,23.9,20.3,1.5,High,9.8,6.2,1.71,6,4.5,3.4,10,60.9
Manager,20,6.6,20.8,18.1,0.6,High,19.7,12.7,1.59,4,2.6,1.9,10,58.1
Designer,16,0.5,0,33.2,1,Low,2.8,5,3.76,10,5.1,6.9,5.74,57.8
Designer,19,0,2,34.4,1.6,Low,5.1,10.2,3.82,6,5.6,6.1,6.32,65.4
Analyst,1,11.4,28,18.8,2.4,Medium,6.1,6.1,0.98,7,3.9,5.4,8.48,61.5
Manager,18,6.5,14.9,23.2,0.8,Low,21.4,19.5,4.04,9,1.6,3.2,8.47,52
Analyst,19,16,39.1,20.4,1.3,Low,2.7,5.6,0.1,10,6.1,6.2,6.25,94.8
Developer,3,12.8,35.9,17.4,1.2,High,6.5,7.4,0.73,10,5.7,3.8,10,66.5
Designer,5,4.5,10.7,22.6,2.7,Low,1,3.2,0.97,7,6.1,9,4.19,78.6
Writer,13,17.2,43.8,17.6,1.9,Low,6.4,5.5,2.01,3,4.7,5.7,6.62,78.9
Manager,3,4.4,2.8,26.6,0.6,High,13.4,10.3,1.52,4,2.2,1.9,10,33.5
Manager,18,8.2,24.7,17,2.2,High,12.4,12.3,2.67,9,2.9,3.6,10,59.3
Marketer,13,9,21.6,20.5,3.3,Low,9.9,8.5,0.77,1,2.8,6.2,6.26,62.5
Manager,1,3,8.4,20.5,1,Low,13.5,9.2,4.49,2,3,6.8,5.82,47.5
Analyst,6,7.6,19.6,28.2,1.7,Medium,8.9,8.1,4.55,10,3,3.3,10,48
Designer,5,2.7,0,26.6,0.2,High,8.5,11.5,2.8,5,4.5,3.6,10,46.2
Analyst,19,9.1,21.6,31.9,1.5,Medium,2.3,7.3,0.1,3,5.9,3.7,9.75,83
Developer,14,19.4,52.6,12.1,3.3,Low,1.8,3.4,2.06,7,5.3,7.7,5.15,93.2
Writer,17,18.9,42.2,16.9,0.3,Low,7.1,10.6,1.88,5,6.6,5.3,6.92,94.1
Developer,3,17,48,21.8,6,Low,1,7.9,0.1,2,5.4,6.1,6.34,90.9
Developer,7,22.1,56.3,10,3.8,Low,9.2,9.1,3.1,10,3.2,5.7,6.63,79.1
Designer,13,12.4,24.1,16.9,0.8,Low,1,6.8,4.33,6,5.5,8.4,4.62,68
Designer,3,10.7,19.3,26.4,3.3,Low,1.6,6,1.55,5,5.7,6.3,6.17,54.7
Developer,20,14.4,35.7,15.2,0.5,Medium,8.5,8.7,2.62,3,5.2,5,8.79,82.7
Marketer,5,8.7,12.6,16.7,1.3,High,4.4,8.5,0.58,4,4.7,5.6,9.99,51.6
Marketer,19,16.5,40.2,11.9,2.2,High,7.2,12.9,0.1,6,1.7,4.1,10,68.1
Developer,1,16.6,36.8,18.6,4,High,5.6,5.5,2.04,6,4.2,2.8,10,55.4
Developer,4,23.3,58.6,10,1.7,Medium,3.3,2.1,1.48,6,4.9,5.4,8.5,68.5
Developer,13,20.2,46.8,19.1,0.7,High,2.3,6.8,1.03,9,5.5,2.6,10,91.7
Analyst,7,12.3,27.5,24.1,0.3,High,2.3,9.1,4.19,4,5.2,3.3,10,52.4
Manager,6,5.2,9,24.4,1.4,High,13.1,12.1,0.1,3,2.7,2.3,10,46.9
Developer,15,22.2,41.5,25.8,1.9,High,3.1,6.1,0.1,7,5.4,1,10,83.7
Designer,15,8.3,16.4,28.6,2.6,Low,1.6,7.2,0.1,7,5.5,6.4,6.11,84.5
Marketer,11,6.1,5.4,27.2,0.2,Low,12,13.7,3.05,6,2,4.7,7.37,39.5
Developer,17,13,29.3,20,1.2,High,1.4,4.4,3.79,5,6.8,4.4,10,61
Designer,16,5.2,6,32.9,1.4,Medium,2.1,7.7,0.1,2,3.9,4.4,9.21,56.9
Analyst,12,12,28.9,22.4,1.6,Medium,4.3,7.8,2.7,8,6,4.8,8.92,77.2
Manager,1,4.9,15.1,25.5,2,Low,15.2,13.2,3.03,6,3.1,4.6,7.44,40.4
Manager,10,3.4,1.3,21.2,1.8,Low,17.8,14.2,1.51,6,2.5,5.4,6.84,45.3
Analyst,6,15.3,39.4,14.1,0.4,Low,10.3,11.3,1.32,1,3.1,6.1,6.33,76
Developer,16,14.9,40.4,13.8,0.9,High,3.4,7.5,1.81,4,5.9,5,10,80.1
Marketer,10,3.4,10.6,30.3,0.7,Low,8.2,9.8,4.08,8,4,5.5,6.76,60.5
Developer,18,11.7,42.8,19.6,0.6,Low,6.7,7.6,4.31,2,4.3,6.5,6.03,79.7
Marketer,15,2.6,5.9,35.4,0.5,High,6.7,8.4,3.97,10,3.9,1.8,10,42.2
Developer,12,10.5,24.6,20.7,1.1,Medium,7.6,11.7,3.51,3,3.8,4.8,8.93,53.9
Developer,9,15.5,40.2,29,0.9,High,5.4,6.4,4.02,1,3.6,1,10,61.9
Analyst,13,9.9,23.3,27,0.9,Medium,1,4.3,3.45,4,6.8,5,8.77,68.8
Analyst,11,12.1,34.2,25.2,2.1,High,8.7,8,0.1,7,4.2,1.5,10,62.4
Developer,16,14,36.1,22.4,2.3,Low,3.1,5.6,2.16,1,6.4,6.1,6.32,90.3
Designer,16,0.5,3.4,27.2,1,Low,4.8,7.8,0.86,6,7,7.9,5,81.5
Developer,9,21.2,52.3,10,1.2,Medium,7.1,5.4,4.01,7,2.9,4.9,8.85,63.1
Analyst,3,4.6,6.2,26.2,3.2,High,2.3,2,0.1,1,6.3,4.7,10,52.8
Writer,10,10.3,26.8,16.2,0.7,Low,7.2,12.1,4.23,1,3.6,7.6,5.22,65.5
Developer,8,7.2,19.7,18.6,1.9,Low,7.7,11.7,0.1,7,4.1,7.6,5.21,81.5
Developer,19,13,33.7,20.4,2.3,High,5.5,6,0.1,1,5.2,3.3,10,80.3
Marketer,2,0.8,9.1,19.9,3.7,Low,6.5,5.6,0.59,8,5.1,9.2,4.03,63.9
Developer,2,13.8,32,13.2,2.1,High,3.4,8,3.93,5,3.9,5.4,10,45.3
Analyst,15,8.1,22.2,28.4,2.4,High,13,14.7,2.38,10,3.4,1,10,58.2
Developer,7,22.1,58.1,13.8,3.2,Medium,5.2,6.2,3.39,10,5.3,4.2,9.37,82.4
Marketer,8,2.1,9.1,23.2,1.8,Medium,4.5,4.3,1.02,6,5.9,7,7.29,70.7
Manager,19,3.7,14.3,27.6,1.3,Medium,15.1,13.4,0.6,5,2.9,2.9,10,61.4
Marketer,3,11.6,31.3,14.8,0.9,Low,1.1,4,1.49,8,4.6,9.1,4.1,74.5
Marketer,15,8.5,24.3,21.8,2.1,Low,5.5,12.3,2.6,9,5.1,7,5.65,77.6
Marketer,2,13.6,30.2,21.8,0.4,High,4.9,5.4,1.29,5,5.1,2.9,10,46.9
Developer,17,14.7,40.6,23.2,1.5,Low,4,7.7,3.62,4,5.7,5.5,6.76,77.2
Writer,15,13.9,35.2,19.4,0.6,High,3.5,7.3,3.53,4,5.1,3.8,10,72.5
Marketer,15,12.7,35.9,18.9,0.6,High,3.3,7.3,0.13,6,6.1,4.3,10,86.9
Designer,1,3.8,22.2,19,2.9,High,2.6,8.5,1.18,1,3.9,6.6,9.22,63.7
Designer,9,7.8,11.5,28.5,0.5,Low,2.9,4,5.08,9,5.1,6.2,6.25,51.8
Designer,8,4.7,16.8,27.4,4.2,High,8.8,8.3,0.76,4,4.5,2.8,10,61.9
Manager,12,0.3,1.2,26.6,5.2,Medium,11.9,9.6,0.1,5,5,4.8,8.93,59.1
Writer,17,8.1,22.3,32,0.3,High,1.9,2.7,0.1,7,5.7,2.5,10,73.8
Analyst,1,1.7,9.6,25.7,2,Low,7.2,6.8,2.06,1,4.6,7.4,5.38,46.5
Analyst,20,6.9,10.4,24.9,2,Low,2.6,3.8,0.89,3,5.2,7.4,5.36,81.3
Analyst,13,14.6,34,18.6,3.5,High,3,7.2,1.21,1,7.2,3.9,10,71.1
Marketer,10,6.8,18.7,21.3,1.6,Low,6.4,10,3.38,9,4,7.4,5.37,59.7
Developer,4,16.8,36.6,29,1.6,Low,5,8.4,1.45,4,4.9,3.3,8.4,66.1
Marketer,11,7.1,18.6,20.9,2.4,Medium,8.4,10.9,0.88,7,3.2,5.4,8.48,55.5
Writer,17,23.5,57.7,20,2,Low,13.7,12.9,0.1,1,2.4,1.7,9.58,86.4
Developer,14,11.3,34.2,16.3,2.1,High,4.2,7.8,2.86,3,3.1,5.1,10,54.1
Analyst,5,7.5,16.7,31,1.5,Medium,4.9,8.5,0.89,10,3.2,3.6,9.8,49.3
Developer,20,17.2,37.8,20.2,1.5,Low,5.6,6.8,0.15,7,4.4,5.2,6.98,88.8
Analyst,8,14.2,37.1,11.9,2.6,High,5.8,10.3,4.44,1,5.9,5,10,53.5
Developer,19,9.9,20.5,24.4,2.2,Medium,1,6.3,0.1,7,4.4,5.7,8.27,85.8
Designer,13,7.5,19.8,17.4,1.9,Low,1,7.7,0.1,6,7,9.5,3.8,93.4
Manager,4,10.6,25,21.2,2.2,Medium,17.5,11.9,3.89,7,1.9,2.2,10,42.7
Developer,17,18.7,44.7,22.4,1.4,Low,5.9,8.6,3.18,4,4.4,4.3,7.67,70.6
Designer,10,0,0,36.4,1,Medium,3.7,6,3.26,5,5.3,4.5,9.16,39.8
Designer,10,3,8.2,25.3,1.5,Medium,1,2,0.58,9,5.7,7.2,7.16,58.8
Analyst,18,19.6,48.7,21.1,0.3,Medium,10.6,9.9,0.9,7,2.6,1.7,10,77.5
Marketer,15,10.5,24.2,28.1,3.4,High,6.9,9,2.81,7,5.1,1.6,10,72.2
Analyst,4,8.9,22.4,31.5,2.5,Medium,6.8,9.1,2.7,7,4.6,2.7,10,55.3
Analyst,13,11.1,30,21.5,1.4,High,6.8,12,0.1,4,3.4,3.2,10,66.7
Developer,15,23,62.9,10.3,1.2,Medium,4.5,7.4,0.38,2,3.9,5.1,8.72,88
Writer,3,19.4,50.1,14.2,4.2,Medium,5.9,11.2,4.41,10,4.5,4.6,9.07,55.5
Developer,14,23.9,52.9,17,1.9,Medium,7.5,9.1,1.65,4,4.2,2.4,10,73.4
Marketer,13,11.5,29.5,19.4,0.9,High,8.3,8.8,4.03,3,3.2,3.2,10,57.9
Manager,13,8.7,16.3,17.8,0.6,High,16.2,15.5,4.13,2,1.6,2.3,10,30
Designer,20,9.7,24.6,17.6,1.4,Low,5,6.9,0.1,3,4.4,7.9,4.99,91.9
Developer,17,16,33.8,28.2,1.3,High,2.4,3.4,4.01,6,6.3,1.3,10,71.4
Marketer,5,10.6,28.6,25.8,6.6,High,3.8,7.7,1.28,8,3.8,3,10,47.5
Marketer,12,8.9,22.7,21.4,1.8,High,3.8,5.8,2.39,5,5.4,4.5,10,61.9
Writer,10,19.2,47.6,21.5,2.2,Medium,2.8,8.4,0.85,4,6.2,3.6,9.81,92
Developer,6,21.6,54.1,15.5,0.1,Medium,4.1,7.5,1.67,6,5.8,4.2,9.37,82.6
Marketer,13,6.5,28.4,24.6,2.8,Low,5.9,7.2,1.55,3,5.7,6.8,5.82,82.7
Writer,1,14.2,32.7,26.3,1.1,High,3.5,10.3,2.17,3,5.6,2,10,44.2
Designer,15,7.4,13.9,20.8,2,Low,3.4,8.5,3.19,10,4.9,8.1,4.85,72.9
Designer,1,3.7,7.2,24.7,0.6,Low,6.2,8.3,2.62,2,5.7,7.4,5.38,62.1
Designer,13,0,3,26.2,1.1,Medium,7.8,9,1.93,10,4.2,6,8.04,43.6
Analyst,10,13.3,30.7,19.8,2.9,Low,7.7,9.9,0.1,1,4.8,5.8,6.55,77.6
Marketer,15,7.8,16.4,22.5,0.8,Medium,10.2,8.6,2.11,9,4.5,4.4,9.23,55.8
Manager,10,6.5,11.9,32.5,1,Low,14.4,7.5,2.89,5,5,2.7,8.85,54.4
Marketer,15,13.5,23.7,21.3,1.9,Medium,3.5,5.5,2.84,8,6,4.9,8.85,73.7
Developer,1,17.2,41.4,14.9,3.4,Low,5.3,8.3,1.03,3,5.9,6.6,5.94,82.7
Designer,17,1.5,2.2,22.7,0.2,Low,8.4,9.6,3.86,6,4.8,7.8,5.06,61.9
Analyst,4,15.9,40.1,16.4,5.6,Medium,4.2,7.8,2.71,10,5.5,5.4,8.49,68.5
Developer,6,25,65.4,12.7,3.3,High,10.4,8.7,2.72,9,4.3,1,10,80
Developer,19,6.8,12.4,33,4.2,Low,1.9,5.2,1.56,4,6.3,5.6,6.7,83.7
Writer,15,10.2,29.3,19.4,6.5,High,6.6,5.3,0.1,6,5.1,4,10,69.2
Marketer,15,4.2,15.6,33.8,1.2,High,2.7,5.7,0.13,9,4.8,2.8,10,63.2
Developer,15,21.3,58.5,10,2.3,High,5.9,8.6,3.05,10,6.2,3.7,10,86.4
Manager,12,11.8,30.9,31,2,Low,22.6,16,2.7,8,3.2,1,10,56.8
Developer,11,17.4,48.2,27,0.9,Medium,9.7,7.4,1.98,7,3.1,1,10,68.6
Analyst,7,7.3,20.5,18.6,0.8,High,3.1,3.8,4.5,5,5.1,5.8,9.84,52.9
Analyst,11,13.3,26.3,22.6,1,Medium,5.3,9.3,4.35,8,4.2,4.2,9.37,58.4
Developer,9,15.6,41.4,11.5,1.4,High,2.4,6.1,4.52,6,5.7,5.6,9.97,70.3
Developer,6,21,47.6,17.5,1.2,High,6.2,10.3,4.14,6,3.4,1.8,10,54.3
Manager,12,0,0,21.7,3.9,Medium,15,16.4,2.75,8,2.4,5.3,8.55,39.6
Designer,4,6.8,16.4,43.3,3.7,High,3.4,7.7,2.49,5,4.5,1,10,41.2
Marketer,18,10.6,25.6,19.9,0.4,Medium,8.1,9.6,4.54,1,3.9,4.8,8.92,53.9
Designer,1,7.6,24.4,23.5,2,High,9.8,9.7,2.94,3,4.8,2.8,10,49.7
Marketer,10,7.7,14.2,30.1,2.2,Medium,5.3,6.9,2.14,3,4.8,3.7,9.74,53.9
Designer,15,2.8,2.8,30.4,2.7,Low,4.4,8.2,2.06,3,5.2,6.6,5.96,62.5
Analyst,5,4.8,11.7,27.8,1.8,Medium,6.1,8.4,3.53,5,3.8,4.8,8.92,41.1
Developer,6,15.7,44.3,19.6,0.7,Medium,8.5,9.8,3.96,5,3.5,3.6,9.83,58.2
Developer,4,11.4,34.5,22.3,0.1,Medium,6,11.4,1.06,7,4.4,4.6,9.08,58.3
Writer,18,15.2,43.8,25,2.9,Medium,5.6,7.7,1.05,8,3.7,3,10,73.3
Analyst,6,7.6,25.2,26.7,3.8,High,2.7,4.7,2.96,6,6.2,3.8,10,58.6
Writer,13,13.7,34.1,19,1.3,Medium,4.9,7.7,2.74,10,4.2,5.1,8.71,67.7
Marketer,5,15.6,37.9,24,0.3,High,8.2,9.5,4.79,7,5.6,1.1,10,56.9
Writer,15,15.2,31.5,24.6,2.4,Low,7.2,8.5,2.17,4,4.6,4.2,7.72,72.6
Designer,16,7,11.6,24.5,4.4,Medium,1,7.7,0.1,8,5.8,6.4,7.75,73.9
Developer,20,9,34.1,26.8,2.9,High,4.9,6.8,2.36,8,7.7,2.8,10,82.9
Developer,12,16.7,45.2,12.9,3.5,Medium,2.9,7.1,0.1,1,5.3,6.4,7.75,87.1
Writer,4,5.9,10.1,25.8,2.7,Medium,1.2,7.1,1.54,7,5.9,6.3,7.82,61.6
Analyst,10,8.6,22.6,18.5,2.4,High,1,3.1,0.1,2,6.9,6,9.69,70.1
Manager,7,2.5,7.9,17.3,1.1,High,13.5,10.9,2.51,8,2.7,4.7,10,32.1
Developer,14,23.4,58.1,11.7,1.7,Low,5.7,8.1,0.92,3,5.1,5.8,6.55,95.3
Designer,1,1.5,2.6,30.7,1.5,High,2.9,7.5,0.1,3,5.5,4.2,10,51.2
Designer,9,3.4,12.3,32.7,1.3,Medium,4.9,9.7,0.1,2,5.3,4.2,9.36,60.2
Manager,2,5.5,7.7,30.7,0.9,Low,18.6,16.4,3.68,9,2.6,2.3,9.14,24.6
Analyst,7,6.4,11.5,25.2,0.8,High,4.7,3.6,2.95,6,4.1,3.9,10,44.1
Developer,14,18,39.5,21.2,1,Low,1,6.7,2.42,10,5.6,5.9,6.46,79.4
Developer,20,17.4,45.7,20.3,1.1,Low,1,5.9,0.8,4,5.1,6.3,6.17,90.2
Writer,4,14.6,28.9,19.7,1.4,Medium,7.6,8.3,4.51,3,7,4,9.51,65.3
Developer,12,8.8,25.9,20.2,1.1,High,4.4,8.2,1.22,4,4.8,4.6,10,66.5
Designer,5,0,1.3,31.1,2.4,Low,3.8,4.2,0.24,4,6.1,7.3,5.44,66.9
Manager,9,11.3,33.3,14.8,2.7,Low,25.3,15.8,1.04,5,2.3,3.1,8.53,58.1
Designer,16,1.9,11.7,33.7,1,High,1,8.2,4.5,4,6.4,3.8,10,61.5
Analyst,9,7.8,28.3,27.8,2.5,High,6.4,7.6,0.48,8,6.3,2.5,10,84.2
Developer,2,10.3,26.3,19.5,2.6,Medium,3.8,9,4.15,5,5.1,6.1,7.97,49.5
Designer,11,0,1.2,38.3,1.9,High,3,6.6,3.9,2,4.6,2.7,10,28.5
Analyst,9,14.7,38.6,16.9,2.4,High,8.7,9.4,1.24,1,4.5,2.9,10,64.5
Manager,11,7,17.8,18.3,2.6,High,17.3,11.7,0.1,4,1.6,2.3,10,57.3
Writer,4,15.3,30.2,24.7,5.2,High,1.7,2.2,0.1,9,4.2,2.6,10,55.8
Developer,14,18.9,37.9,17.8,1.1,High,1,7.2,1.8,3,6.9,3.6,10,78.8
Marketer,4,9.3,19.3,27.6,1.4,Medium,8.5,8.8,3.38,10,3.4,3.1,10,46.5
Designer,16,4.9,10.9,22.4,1.3,Low,3.8,4.8,4.28,7,3.7,8.2,4.77,65.3
Designer,8,9,18.6,29.5,2.6,Medium,6.4,7.9,1.27,4,6.2,3.3,10,65.1
Marketer,7,7.5,16.9,27.9,2.3,Medium,3.3,6.5,0.1,5,4,4.8,8.92,59.1
Analyst,10,19,50.4,12.9,2.2,Medium,5,7.2,4.72,1,6,5.3,8.56,77.5
Analyst,20,10.2,25.6,29.8,1.5,Low,12.9,11.8,2.95,1,3.1,2.8,8.77,59.8
Developer,3,10.3,35.7,29.5,1.6,High,1.7,7,1.99,5,6.4,2.6,10,63.7
Manager,20,4.8,12.7,26,1.5,High,20.8,12.8,1.8,8,2.3,1,10,51.6
Manager,6,3.6,8.9,19.9,2.6,Low,14.5,10.1,1.3,9,4.2,6.5,6.03,56.5
Designer,20,5.2,19.2,26.2,2.8,Medium,4.9,11.7,1.35,3,4.9,5.4,8.48,73.4
Designer,4,10.2,22.2,25,0.9,High,1.2,7,0.6,8,5.3,3.9,10,68.9
Manager,10,5.8,15.7,22.3,2.3,Medium,12.3,8.1,1.96,5,2.5,4.4,9.22,44.8
Designer,14,9.1,23.7,22.1,1.6,Low,1.6,2,3.19,9,6.1,7.8,5.07,84
Developer,15,6.3,6.3,24.9,2.5,Low,3.2,4.6,3.79,7,5.3,7.4,5.36,70
Marketer,9,5.7,16.6,19.7,1.4,High,1,5.7,4.35,4,5.5,6.4,9.38,49.4
Manager,19,5.1,6.6,24.8,1.8,Low,18.7,15.4,1.39,4,1.6,3.9,7.97,49.3
Analyst,8,10.7,32.1,27.1,0.3,High,5.4,7.3,3.85,8,6.6,2.2,10,61.1
Marketer,11,2.4,8.2,30.7,0.5,Low,7.6,7,0.41,1,3.9,5.8,6.54,69
Analyst,3,15.9,43.7,15.6,0.3,Medium,1.5,5.4,2.6,10,7.3,6.2,7.88,79.3
Analyst,15,14.3,36.5,17.2,1.7,High,5.4,5.4,1.58,2,6.3,3.8,10,79
Analyst,18,8.5,11.5,25.7,3.6,High,9.1,9.5,0.1,9,2.5,2.2,10,53.1
Developer,8,11.8,32.8,19.1,1.8,High,8,8,2.77,9,3.9,3.3,10,51
Designer,15,7.4,20.9,24.5,2.3,Medium,3.3,6.7,2.04,3,5.4,5.7,8.26,63.6
Analyst,13,13.1,21.7,23.9,2.3,Medium,2.8,5.1,2.76,1,5.4,4.6,9.09,59.2
Writer,9,12.1,30.4,20.5,6.3,Medium,3.5,5.5,0.11,3,5.8,5.5,8.42,71.4
Manager,18,10.5,30.4,29.9,0.9,Low,12.3,11.4,0.1,7,6.2,2.8,8.76,86.6
Marketer,12,10.9,29.8,13.5,1.2,Medium,4.3,6.6,2.94,6,5.9,7.3,7.07,77.2
Manager,19,1.5,0,33.8,2.3,Medium,26,17.2,1.02,9,1.4,1,10,43.9
Designer,15,5.3,17,23.3,0.8,Medium,9.4,9.3,0.96,5,4.8,5,8.78,63.3
Designer,12,7.4,15.8,18.4,1.1,Low,3,8,4.71,10,5.7,8.8,4.33,64.5
Analyst,15,13.7,40.4,16.7,1.6,Low,5.2,11.4,0.85,3,4,7.1,5.59,89.2
Developer,1,18.8,35.5,13.5,0.3,High,4,4.5,6.37,4,6.3,3.9,10,51.8
Designer,4,5.1,18,28,2.6,High,2.1,6.3,1.76,4,4.4,4.2,10,51.5
Analyst,11,13.3,35.2,11.4,2.5,Low,3.1,6.3,1.17,6,5.3,9,4.17,87.4
Developer,16,11.6,24.4,14.8,0.6,High,8.1,7,1.14,3,1.9,4.4,10,66.3
Marketer,6,10.3,26.9,17.5,4.9,Medium,1,5.3,0.1,9,5.8,7.3,7.08,70
Designer,3,4.6,17.2,22.8,0.5,Medium,2,9.8,3.13,7,5.6,7.2,7.16,56.6
Designer,14,7.4,12.7,21.9,4.2,Medium,1,4.2,2.23,1,5.5,6.9,7.37,61.2
Writer,13,22.6,60,10,2,High,5.1,2.3,2.77,2,4.9,3.6,10,87.6
Designer,14,2.2,9.9,28.9,2.7,Low,2.1,4.8,0.1,9,4.3,7.7,5.14,77.6
Marketer,15,12.5,40.1,20.1,3.6,Medium,6.5,7,0.1,1,4.8,4.7,9,81.6
Designer,15,3.3,20,26.4,1.2,Low,6.4,7.7,3.05,9,3.6,7,5.67,61.8
Marketer,2,11.1,26.8,27.5,5.4,High,1,3.7,2.56,3,6.5,3.1,10,63.4
Marketer,14,15.4,44.6,15.5,4.9,Low,2.7,2.7,0.1,2,5.2,7.6,5.22,100
Developer,17,14.7,31.7,18.5,2.5,Medium,8.8,6.1,0.1,5,3.3,4,9.52,81.1
Manager,19,0.1,0,38.1,0.1,Low,12.1,9.1,3.48,9,3.3,3.4,8.32,52.7
Analyst,1,13.5,30.5,21,2.3,Low,2.3,9.7,1.8,10,4.9,6.8,5.81,63.8
Developer,10,15,37.2,16.5,3.1,Low,1,10,2.55,5,5.1,7.9,5,74.7
Marketer,19,16.5,43.7,11.5,5.2,High,1,7.5,0.1,3,6.4,5.8,9.84,94.5
Marketer,19,4.2,15.8,20,1.8,High,1,8,2.08,7,6.3,6.7,9.16,68.2
Analyst,5,7.9,19.3,15.3,1,Low,1,3.4,2.58,9,5.2,10,3.45,73.9
Marketer,5,12.1,36.6,24.5,2.3,High,4.4,8.5,2.93,4,5.5,2.8,10,66
Writer,1,13.8,33.7,22,1.9,Low,3.1,6.6,1.67,7,3.2,6.3,6.18,54.5
Marketer,14,10,25.9,19,0.6,Low,3.7,7.2,1.35,6,5.2,7.8,5.06,81.2
Developer,16,19.2,59.1,10,1.1,High,2,3.3,1.2,9,5.6,5.2,10,87.8
Manager,1,3.2,4.9,29.4,1.9,Medium,15.5,14.9,0.11,4,3.7,2.5,10,48.5
Manager,20,2.6,8.9,29.7,0.7,High,26.2,16.6,3.9,4,1,1,10,36.9
Analyst,6,11.5,37.4,16,5.1,Low,1.4,4.6,3.12,6,6.4,8.8,4.33,81
Designer,18,4.5,16,16.3,0.4,High,3.8,4.4,4.22,1,5,6.8,9.08,54.9
Designer,17,6.1,16.7,22.8,1,High,2.8,2.5,3.27,8,5.4,5.1,10,58.9
